Gandalf Index,Maximum Similarity,Closest Training Index
944,0.1685227163892482,4967
10931,0.18967033824373358,9886
4782,0.1848967109865114,5739
9171,0.15694328261311918,7296
5006,0.20244338353167968,5150
7747,0.15333109246035237,892
11286,0.21565900016674122,915
10406,0.1780918820269488,1416
15703,0.15820358615952612,7332
269,0.14791041687005124,15485
7031,0.14586332081385234,4697
15456,0.2108238725990974,6657
818,0.1707253996846404,12511
14752,0.3640687062703927,11105
9697,0.15279212515394291,5316
11148,0.1475948485754538,3617
5390,0.1669691462771008,10404
11492,0.16197471919285178,2236
326,0.18376573993898582,6296
6192,0.10892789222583832,6816
15730,0.20724601241029617,6547
7211,0.2098711453650871,1536
11489,0.11212879261838893,13427
4215,0.2070881544689812,8369
6778,0.11416232289356987,8579
6051,0.12242929591336082,13332
4122,0.20572990498508414,6657
13531,0.2387973218322781,9149
13015,0.13875163011295055,9994
1656,0.180326644177772,1953
8826,0.2551481289976394,4312
14047,0.18729878546398404,545
14700,0.15302873689526642,14875
4160,0.19862866227743248,2048
12080,0.18927179342557532,12000
5185,0.15212585183072747,2146
9607,0.26366242867922396,630
8004,0.11646194713209068,6476
14066,0.19650735223288662,11475
9209,0.24165057437620718,6001
12979,0.18081981403873937,7842
14296,0.14541214810640468,8579
13334,0.2598685705762681,1898
9757,0.1456643026088127,11308
6057,0.18459207871810868,1141
1078,0.1539598035143388,8710
2727,0.17628266219822208,902
1028,0.23308391611754486,13511
9128,0.19491572676844582,10748
6438,0.27557303194542593,8067
10574,0.1317696147905858,7434
2366,0.16381536337499947,13818
6270,0.15184861338228894,4770
4728,0.15930709628265916,15925
5760,0.15961138676248754,10410
6943,0.12460972682200955,6469
10496,0.18912557848779366,12762
10051,0.18763515594733715,7284
6922,0.18258530017276153,3762
13570,0.144100721034773,1072
1618,0.24807781801975382,5080
12155,0.2839598741571274,957
9434,0.16811950752604155,6487
7262,0.15013931047074336,12838
1937,0.20354774200528403,14721
5500,0.1467570761583623,315
12827,0.21799896887968107,10886
14558,0.1235799170118781,347
